순위,관광지명,광역시/도,시/군/구,중분류 카테고리,소분류 카테고리,검색건수,trip_no
15,새별오름,제주특별자치도,제주시,자연관광,자연관광(산),"73,231",78
16,신창풍차해안도로,제주특별자치도,제주시,기타관광,데이트코스,"69,256",78
17,9.81파크,제주특별자치도,제주시,문화관광,테마공원,"68,304",78
18,금오름,제주특별자치도,제주시,자연관광,자연관광(산),"66,096",78
19,도두동무지개해안도로,제주특별자치도,제주시,기타관광,데이트코스,"65,872",78
20,제주민속오일시장,제주특별자치도,제주시,쇼핑,시장,"62,563",78
11,쇠소깍,제주특별자치도,서귀포시,기타관광,기타관광,"71,618",79
12,천지연폭포,제주특별자치도,서귀포시,자연관광,자연경관(산),"71,021",79
13,제주신화월드,제주특별자치도,서귀포시,문화관광,복합관광시설,"69,946",79
14,산방산,제주특별자치도,서귀포시,자연관광,자연경관(산),"63,799",79
15,중문색달해변,제주특별자치도,서귀포시,자연관광,자연경관(하천/해양),"59,535",79
16,정방폭포,제주특별자치도,서귀포시,자연관광,자연경관(산),"57,963",79
17,제주관광공사면세점,제주특별자치도,서귀포시,쇼핑,면세점,"56,279",79
18,한라산둘레길사려니숲길,제주특별자치도,서귀포시,레저스포츠,기타레저스포츠,"55,692",79
19,뽀로로&타요테마파크제주,제주특별자치도,서귀포시,문화관광,테마공원,"54,899",79
20,우도도항선선착장,제주특별자치도,서귀포시,기타관광,교통시설,"54,848",79
11,베어트리파크,세종특별자치시,세종특별자치시,문화관광,테마공원,"66,184",80
12,레이캐슬CC,세종특별자치시,세종특별자치시,레저스포츠,육상레저스포츠,"54,049",80
13,고복저수지,세종특별자치시,세종특별자치시,자연관광,자연경관(하천/해양),"47,936",80
14,이응다리,세종특별자치시,세종특별자치시,기타관광,기타관광,"45,238",80
15,세종필드GC,세종특별자치시,세종특별자치시,레저스포츠,육상레저스포츠,"40,995",80
16,전의역,세종특별자치시,세종특별자치시,기타관광,교통시설,"34,518",80
17,세종예술의전당,세종특별자치시,세종특별자치시,문화관광,공연시설,"33,371",80
18,어반아트리움더센트럴,세종특별자치시,세종특별자치시,쇼핑,쇼핑몰,"28,850",80
19,금강수목원,세종특별자치시,세종특별자치시,자연관광,자연공원,"28,592",80
20,세종중앙공원,세종특별자치시,세종특별자치시,문화관광,도시공원,"27,525",80
1,스타필드수원,경기도,수원시 장안구,쇼핑,쇼핑몰,"1,524,687",41
2,만석공원,경기도,수원시 장안구,문화관광,도시공원,"171,062",41
3,수원KT위즈파크,경기도,수원시 장안구,문화관광,레저스포츠시설,"166,935",41
4,북수원온천,경기도,수원시 장안구,체험관광,웰니스관광,"111,446",41
5,일월수목원,경기도,수원시 장안구,자연관광,자연공원,"101,076",41
6,정자시장,경기도,수원시 장안구,쇼핑,시장,"45,966",41
7,CGV북수원,경기도,수원시 장안구,문화관광,공연시설,"45,702",41
8,장안문,경기도,수원시 장안구,역사관광,역사유적지,"43,870",41
9,수원SK아트리움,경기도,수원시 장안구,문화관광,공연시설,"41,596",41
10,해우재,경기도,수원시 장안구,문화관광,전시시설,"37,190",41
1,AK플라자수원,경기도,수원시 팔달구,쇼핑,백화점,"643,358",41
2,수원역,경기도,수원시 팔달구,기타관광,교통시설,"593,927",41
3,화성행궁,경기도,수원시 팔달구,역사관광,역사유적지,"269,865",41
4,뉴코아아울렛동수원점,경기도,수원시 팔달구,쇼핑,대형마트,"196,985",41
5,수원월드컵경기장,경기도,수원시 팔달구,문화관광,레저스포츠시설,"158,867",41
6,CGV동수원,경기도,수원시 팔달구,문화관광,공연시설,"156,986",41
7,경기아트센터,경기도,수원시 팔달구,문화관광,공연시설,"125,125",41
8,지동시장,경기도,수원시 팔달구,쇼핑,시장,"120,784",41
9,수원화성,경기도,수원시 팔달구,역사관광,역사유적지,"89,882",41
10,수원시립미술관,경기도,수원시 팔달구,문화관광,전시시설,"70,776",41
1,에버랜드,경기도,용인시 처인구,문화관광,테마공원,"1,868,490",42
2,캐리비안베이,경기도,용인시 처인구,문화관광,테마공원,"329,997",42
3,레이크사이드CC,경기도,용인시 처인구,레저스포츠,육상레저스포츠,"256,256",42
4,용인공영버스터미널,경기도,용인시 처인구,기타관광,교통시설,"222,318",42
5,플라자CC용인,경기도,용인시 처인구,레저스포츠,육상레저스포츠,"166,716",42
6,코리아CC,경기도,용인시 처인구,레저스포츠,육상레저스포츠,"164,018",42
7,아시아나CC,경기도,용인시 처인구,레저스포츠,육상레저스포츠,"149,079",42
8,용인중앙시장,경기도,용인시 처인구,쇼핑,시장,"147,279",42
9,한림용인CC,경기도,용인시 처인구,레저스포츠,육상레저스포츠,"139,289",42
10,해솔리아컨트리클럽,경기도,용인시 처인구,레저스포츠,육상레저스포츠,"133,373",42
1,모란민속5일장,경기도,성남시 중원구,쇼핑,시장,"211,660",43
2,은행시장,경기도,성남시 중원구,쇼핑,시장,"81,542",43
3,상대원시장,경기도,성남시 중원구,쇼핑,시장,"72,650",43
4,학년쇼핑,경기도,성남시 중원구,쇼핑,쇼핑몰,"36,792",43
5,CGV성남모란,경기도,성남시 중원구,문화관광,공연시설,"23,348",43
6,모란야구장,경기도,성남시 중원구,문화관광,레저스포츠시설,"22,040",43
7,탄천변제1체육공원축구장,경기도,성남시 중원구,문화관광,레저스포츠시설,"20,517",43
8,황송공원,경기도,성남시 중원구,문화관광,도시공원,"18,714",43
9,성호시장,경기도,성남시 중원구,쇼핑,시장,"18,531",43
10,티엘아이아트센터,경기도,성남시 중원구,문화관광,공연시설,"11,482",43
1,킨텍스제1전시장,경기도,고양시 일산서구,문화관광,전시시설,"824,660",46
2,현대백화점킨텍스점,경기도,고양시 일산서구,쇼핑,백화점,"649,962",46
3,킨텍스제2전시장,경기도,고양시 일산서구,문화관광,전시시설,"567,895",46
4,원마운트,경기도,고양시 일산서구,쇼핑,쇼핑몰,"237,443",46
5,아쿠아플라넷일산,경기도,고양시 일산서구,문화관광,테마공원,"163,992",46
6,탄현역,경기도,고양시 일산서구,기타관광,교통시설,"137,068",46
7,현대모터스튜디오고양,경기도,고양시 일산서구,문화관광,전시시설,"136,233",46
8,일산시장,경기도,고양시 일산서구,쇼핑,시장,"126,289",46
9,원마운트워터파크,경기도,고양시 일산서구,문화관광,테마공원,"95,194",46
10,그랜드백화점일산점,경기도,고양시 일산서구,쇼핑,백화점,"89,722",46
1,세레니티CC,충청북도,청주시 서원구,레저스포츠,육상레저스포츠,"77,625",55
2,청주예술의전당,충청북도,청주시 서원구,문화관광,공연시설,"43,500",55
3,청주온천스파피아,충청북도,청주시 서원구,체험관광,웰니스관광,"29,544",55
4,에버세이브,충청북도,청주시 서원구,쇼핑,쇼핑몰,"26,710",55
5,사창시장,충청북도,청주시 서원구,쇼핑,시장,"19,086",55
6,원마루시장,충청북도,청주시 서원구,쇼핑,시장,"14,676",55
7,청주남부정류장,충청북도,청주시 서원구,기타관광,교통시설,"14,599",55
8,용화사,충청북도,청주시 서원구,역사관광,종교성지,"12,586",55
9,청주아트홀,충청북도,청주시 서원구,문화관광,공연시설,"12,075",55
10,청원가구마을,충청북도,청주시 서원구,쇼핑,기타쇼핑시설,"8,346",55
1,청주국제공항,충청북도,청주시 청원구,기타관광,교통시설,"834,928",55
2,오창호수공원,충청북도,청주시 청원구,문화관광,도시공원,"176,549",55
3,그랜드CC,충청북도,청주시 청원구,레저스포츠,육상레저스포츠,"102,672",55
4,오근장역,충청북도,청주시 청원구,기타관광,교통시설,"57,855",55
5,국립현대미술관청주관,충청북도,청주시 청원구,문화관광,전시시설,"42,856",55
6,오창에딘버러CC,충청북도,청주시 청원구,레저스포츠,육상레저스포츠,"30,501",55
7,청주대정류장,충청북도,청주시 청원구,기타관광,교통시설,"24,671",55
8,청주북부터미널,충청북도,청주시 청원구,기타관광,교통시설,"22,427",55
9,CGV청주율량,충청북도,청주시 청원구,문화관광,공연시설,"22,272",55
10,청주체력단련장,충청북도,청주시 청원구,레저스포츠,육상레저스포츠,"18,614",55
1,롯데백화점창원점,경상남도,창원시 성산구,쇼핑,백화점,"246,742",74
2,창원컨벤션센터,경상남도,창원시 성산구,문화관광,전시시설,"110,784",74
3,상남시장,경상남도,창원시 성산구,쇼핑,시장,"107,464",74
4,대동백화점,경상남도,창원시 성산구,쇼핑,백화점,"85,229",74
5,더시티7쇼핑몰,경상남도,창원시 성산구,쇼핑,쇼핑몰,"79,968",74
6,롯데영플라자창원점,경상남도,창원시 성산구,쇼핑,백화점,"58,555",74
7,가음정시장,경상남도,창원시 성산구,쇼핑,시장,"57,900",74
8,남산시외버스정류소,경상남도,창원시 성산구,기타관광,교통시설,"55,637",74
9,창원축구센터,경상남도,창원시 성산구,문화관광,레저스포츠시설,"50,058",74
10,성산아트홀,경상남도,창원시 성산구,문화관광,공연시설,"47,078",74
1,창원중앙역,경상남도,창원시 의창구,기타관광,교통시설,"251,668",74
2,창원역,경상남도,창원시 의창구,기타관광,교통시설,"163,300",74
3,창원종합버스터미널,경상남도,창원시 의창구,기타관광,교통시설,"153,230",74
4,마금산원탕보양온천,경상남도,창원시 의창구,체험관광,웰니스관광,"103,299",74
5,뉴코아아울렛창원점,경상남도,창원시 의창구,쇼핑,대형마트,"68,920",74
6,주남저수지,경상남도,창원시 의창구,자연관광,자연경관(하천/해양),"48,172",74
7,창원국제사격장,경상남도,창원시 의창구,레저스포츠,육상레저스포츠,"43,894",74
8,명서시장,경상남도,창원시 의창구,쇼핑,시장,"32,465",74
9,창원CC,경상남도,창원시 의창구,레저스포츠,육상레저스포츠,"26,441",74
10,창원시팔용농산물도매시장,경상남도,창원시 의창구,쇼핑,시장,"24,716",74
1,아라미르CC,경상남도,창원시 진해구,레저스포츠,육상레저스포츠,"85,043",74
2,용원어시장,경상남도,창원시 진해구,쇼핑,시장,"83,989",74
3,용원골프클럽,경상남도,창원시 진해구,레저스포츠,육상레저스포츠,"83,117",74
4,진해루,경상남도,창원시 진해구,역사관광,역사유적지,"82,860",74
5,진해해양공원,경상남도,창원시 진해구,문화관광,도시공원,"57,952",74
6,경화역폐역,경상남도,창원시 진해구,기타관광,교통시설,"48,937",74
7,진해역폐역,경상남도,창원시 진해구,기타관광,교통시설,"47,211",74
8,진해군항제,경상남도,창원시 진해구,문화관광,기타문화관광지,"33,145",74
9,진해중앙시장,경상남도,창원시 진해구,쇼핑,시장,"28,458",74
10,삼포항,경상남도,창원시 진해구,기타관광,교통시설,"27,670",74
